he_displaced_threshold_ft,lighted,le_displaced_threshold_ft,le_elevation_ft,airport_ref,le_longitude_deg,surface,airport_ident,he_longitude_deg,width_ft,le_heading_degT,he_latitude_deg,length_ft,he_heading_degT,he_elevation_ft,id,le_ident,he_ident,le_latitude_deg,closed
,1,,793,3452,-84.4843,ASP,KCIU,-84.4646,75,90.2,46.255,5000,270.2,800,245140,09,27,46.255,0
,1,,799,3452,-84.4781,CON,KCIU,-84.4639,200,150.1,46.2393,7201,330.1,793,245141,16,34,46.2564,0
,1,,316,19502,-77.8638,ASP,KCJR,-77.8555,100,28,38.5315,5000,208,315,240918,04,22,38.5194,0
,0,,1201,19503,-98.125,CON,KCKA,-98.1129,150,140,36.742,5500,320,1155,243439,13,31,36.7536,1
,0,491,1202,19503,-98.1227,CON,KCKA,-98.1236,150,182,36.733,7946,2,1161,243440,17,35,36.7548,0
,1,,1183,3453,-80.2329,ASP,KCKB,-80.2233,150,23,39.3055,7800,203,1217,243152,03,21,39.2878,0
,1,,1799,19504,-90.3915,ASP,KCKC,-90.3744,75,95,47.8379,4199,275,1794,244098,09,27,47.8388,0
,0,,310,19505,-83.7806,ASP,KCKF,-83.7683,100,50,31.9949,5006,230,307,242717,05,23,31.986,0
,1,,302,19505,-83.7813,ASP,KCKF,-83.7654,150,97,31.9863,5001,277,309,242718,10,28,31.9881,0
,0,,,19505,-83.778,ASP,KCKF,-83.7665,150,135,31.9842,5040,315,,242719,14,32,31.994,1
,1,,66,19506,-79.8631,ASP,KCKI,-79.8509,75,132.2,33.7126,5000,312.2,65,244238,14,32,33.7218,0
,1,,171,19507,-90.5119,ASP,KCKM,-90.5127,100,183,34.2923,5404,3,172,244664,18,36,34.3071,0
,0,,897,19508,-96.6231,GRS,KCKN,-96.6151,202,71,47.8454,2089,251,899,243870,06,24,47.8435,0
,1,,893,19508,-96.6287,ASP,KCKN,-96.6159,75,133.2,47.8361,4300,313.2,894,243871,13,31,47.8441,0
,0,,899,19508,-96.622,GRS,KCKN,-96.6223,202,181.3,47.8377,2978,1.3,899,243872,17,35,47.8459,0
,0,,1213,19509,-95.5572,GRS,KCKP,-95.5558,100,11,42.7361,1980,191,1212,244993,01,19,42.7307,0
,1,200,1212,19509,-95.5553,CON,KCKP,-95.556,75,183,42.7254,4000,3,1226,244994,18,36,42.7363,0
503,0,402,543,19510,-87.42,ASP,KCKV,-87.4093,100,52.1,36.6258,4004,232.1,538,244195,05,23,36.6191,0
,1,,538,19510,-87.4176,ASP,KCKV,-87.4127,100,166.2,36.6135,6000,346.2,549,244196,17,35,36.6295,0
360,1,,520,20619,-75.2976,ASP,KCKZ,-75.2834,100,69.6,40.3912,4215,249.6,568,241494,08,26,40.3872,0
,0,,,19511,,GRVL-F,KCL,,60,,,1810,,,249045,04,22,,0
,1,,770,3454,-81.8615,CON,KCLE,-81.8417,150,50,41.4171,7096,230,784,240929,06C,24C,41.4046,0
,1,,770,3454,-81.8735,CON,KCLE,-81.8484,150,49.9,41.4158,9000,229.9,780,240931,06L,24R,41.3999,0
,1,,767,3454,-81.8645,CON,KCLE,-81.8393,150,50,41.417,8999,230,786,240930,06R,24L,41.4011,0
,1,,762,3454,-81.8554,PEM,KCLE,-81.8335,150,93.3,41.4161,6017,273.3,791,240932,10,28,41.4171,0
,1,,822,19512,-88.734,ASP,KCLI,-88.7254,100,43,44.6176,3299,223,810,241546,04,22,44.6109,0
,0,,820,19512,-88.7326,GRS,KCLI,-88.7249,170,88,44.6114,2000,268,815,241547,09,27,44.6113,0
,1,,818,19512,-88.7383,ASP,KCLI,-88.7262,75,137,44.6088,4600,317,814,241548,14,32,44.618,0
,0,,,19513,-98.9362,GRS,KCLK,-98.9329,245,135.6,35.5403,1416,315.6,,245899,13,31,35.5431,0
,1,,1604,19513,-98.9322,ASP,KCLK,-98.932,75,179.2,35.5312,4300,359.2,1592,245900,17,35,35.543,0
,0,,307,3455,-96.3731,CON,KCLL,-96.3606,150,49.7,30.5944,5149,229.7,318,243970,04,22,30.5853,0
,1,,320,3455,-96.3728,ASP,KCLL,-96.3573,150,108.8,30.5869,5159,288.8,312,243971,10,28,30.5915,0
,1,,321,3455,-96.3629,PEM,KCLL,-96.3586,150,168.9,30.5778,7000,348.9,305,243972,16,34,30.5966,0
1344,1,,284,3456,-123.512,ASP,KCLM,-123.486,150,105,48.1167,6347,285,281,245164,08,26,48.121,0
,1,,227,3456,-123.505,ASP,KCLM,-123.498,50,148,48.1191,3245,328,271,245165,13,31,48.1266,0
229,0,120,-184,19514,-115.527,ASP,KCLR,-115.516,50,90.7,33.1313,3423,270.7,-181,245994,08,26,33.1314,0
,1,,168,19515,-122.983,CON,KCLS,-122.982,150,178,46.6702,5000,358,173,244770,16,34,46.6839,0
,1,,706,3457,-80.9497,PEM,KCLT,-80.9314,150,48.5,35.2225,7502,228.5,747,245926,05,23,35.2091,0
,0,,742,3457,-80.9531,CONC-F,KCLT,-80.9508,150,176,35.2003,10000,356,692,248058,18C,36C,35.2271,0
,1,,746,3457,-80.9361,PEM,KCLT,-80.9341,150,176,35.2012,8676,356,724,245928,18L,36R,35.2244,0
,1,,742,3457,-80.9674,CON,KCLT,-80.9653,150,176,35.2009,10000,356,693,245927,18R,36L,35.225,0
650,1,300,71,19516,-82.7609,ASP,KCLW,-82.7565,75,155,27.9726,3300,335,71,243990,16,34,27.9808,0
,1,,61,19517,-119.104,PEM,KCMA,-119.084,150,90.6,34.2137,6013,270.6,75,243379,08,26,34.2138,0
,1,,815,3458,-82.9076,ASP,KCMH,-82.8792,150,94.2,40.0016,8000,274.2,812,244547,10L,28R,40.0032,0
,1,,803,3458,-82.9089,ASP,KCMH,-82.8729,150,94.2,39.9935,10125,274.2,814,244546,10R,28L,39.9956,0
,1,,751,3459,-88.2854,CON,KCMI,-88.2701,150,40,40.0453,6500,220,746,245944,04,22,40.0318,1
,1,,754,3459,-88.2857,CON,KCMI,-88.2655,150,136,40.0315,8100,316,749,245946,14L,32R,40.0474,0
,1,,743,3459,,ASP,KCMI,,75,60,,3817,240,750,245945,14R,32L,,0
,1,,752,3459,-88.2823,CON,KCMI,-88.2821,150,179.4,40.0325,5299,359.4,750,245947,18,36,40.0471,0
,1,,,19518,-112.192,ASP,KCMR,-112.196,100,192.3,35.2942,5992,12.3,,241597,18,36,35.3103,0
,1,,1059,3460,-88.4988,ASP,KCMX,-88.4795,100,66.9,47.1699,5196,246.9,1074,244797,07,25,47.1643,0
,1,,1095,3460,-88.4989,ASP,KCMX,-88.4791,150,130.8,47.1637,6501,310.8,1061,244798,13,31,47.1753,0
,1,1375,836,19519,-90.7402,ASP,KCMY,-90.7359,50,15,43.9625,4295,195,837,242960,01,19,43.9511,0
425,1,,830,19519,-90.7451,ASP,KCMY,-90.7294,100,112,43.9573,4708,292,832,242961,11,29,43.962,0
,0,,,19520,,WATER,KCN,,2000,,,5000,,,247769,ALL,WAY,,0
250,1,,1193,19521,-96.2736,ASP,KCNB,-96.2584,75,121.3,44.7262,4650,301.3,1185,240207,12,30,44.7328,0
,1,,1045,19522,-93.3635,CON,KCNC,-93.3493,75,101.7,41.0185,4000,281.7,1034,241104,10,28,41.0208,0
,1,,1038,19522,-93.3644,CON,KCNC,-93.3644,75,180.1,41.0157,2800,0.1,1050,241105,17,35,41.0234,0
750,0,260,537,19523,-72.3699,ASP,KCNH,-72.3657,100,33.5,43.3735,2010,213.5,545,244685,05,23,43.3689,1
,1,1055,534,19523,-72.3745,ASP,KCNH,-72.3629,100,93.2,43.3702,3100,273.2,542,244686,11,29,43.3707,0
,0,,1473,19524,-97.6522,GRS,KCNK,-97.6487,260,38,39.5499,1665,218,1451,241201,03,21,39.5464,0
,0,,1473,19524,-97.6551,GRS,KCNK,-97.6492,300,132,39.5482,2205,312,1455,241202,12,30,39.5524,0
,1,,1472,19524,-97.6533,ASP,KCNK,-97.6532,60,180,39.5441,3600,360,1486,241203,17,35,39.554,0
,1,,3295,3461,-104.274,ASP,KCNM,-104.257,150,44.1,32.3381,7854,224.1,3247,242356,03,21,32.3227,0
,1,,3270,3461,-104.271,ASP,KCNM,-104.253,75,90,32.3423,5333,270,3239,242357,08,26,32.3423,0
616,0,,3241,3461,-104.26,ASP,KCNM,-104.254,150,156.2,32.3402,4615,336.2,3242,242359,14L,32R,32.3518,0
,1,,3269,3461,-104.271,ASP,KCNM,-104.263,100,154,32.3285,5839,334,3267,242358,14R,32L,32.3429,0
,1,,604,19525,-117.643,ASP,KCNO,-117.629,150,44.4,33.981,6023,224.4,652,245515,03,21,33.9687,0
,1,,617,19525,-117.646,ASP,KCNO,-117.63,150,89.4,33.9758,4858,269.4,636,245517,08L,26R,33.9757,0
,1,,620,19525,-117.647,ASP,KCNO,-117.624,150,89.4,33.9737,7000,269.4,637,245516,08R,26L,33.9735,0
130,1,,3681,19526,-102.47,ASP,KCNP,-102.458,55,129.9,41.0739,4000,309.9,3672,245319,12,30,41.081,0
,0,,980,19527,-95.4875,GRS,KCNU,-95.48,135,90,37.6689,2200,270,995,239906,08,26,37.6689,0
270,1,,982,19527,-95.4859,ASP,KCNU,-95.4876,75,187,37.6621,4255,7,1002,239907,18,36,37.6737,0
,1,,469,19528,-97.0738,ASP,KCNW,-97.0726,150,177.5,31.628,8600,357.5,456,240835,17L,35R,31.6516,0
,0,,466,19528,-97.0758,CON,KCNW,-97.075,150,177.5,31.6265,6292,357.5,459,240834,17R,35L,31.6438,0
,1,,4551,19529,-109.763,ASP,KCNY,-109.747,75,39.9,38.7624,7100,219.9,4555,242614,03,21,38.7475,0
400,1,690,5097,19530,-109.036,ASP,KCOD,-109.011,100,52.3,44.5271,8268,232.3,5076,244791,04,22,44.5133,0
,1,,2302,19531,-116.821,ASP,KCOE,-116.809,75,32,47.7791,5400,212,2317,242674,02,20,47.7666,0
,1,,2286,19531,-116.837,ASP,KCOE,-116.809,100,70,47.7788,7400,250,2318,242675,06,24,47.7719,0
,1,,5,3462,-80.615,ASP,KCOF,-80.6055,200,20,28.2445,9023,200,8,242681,03,21,28.2211,0
300,1,,4,3462,-80.6153,ASP,KCOF,-80.6034,200,106,28.2383,4000,286,7,242682,11,29,28.2414,0
,1,,6,19532,-80.6908,ASP,KCOI,-80.6802,75,109,28.34,3601,289,3,242321,11,29,28.3432,0
,1,,1697,19533,-99.4067,ASP,KCOM,-99.4006,75,155.2,31.8355,4503,335.2,1680,244365,15,33,31.8468,0
,0,440,336,19534,-71.5029,ASP,KCON,-71.499,150,15,43.2104,3999,195,346,245959,03,21,43.1998,1
,1,,340,19534,-71.5069,ASP,KCON,-71.4953,75,105,43.2054,3200,285,346,245960,12,30,43.2077,0
,1,640,340,19534,-71.5077,ASP,KCON,-71.4982,100,155,43.1932,6005,335,332,245961,17,35,43.2082,0
,1,,1276,19535,-92.507,ASP,KCOQ,-92.4952,75,73,46.7036,3100,253,1266,242931,07,25,46.7011,0
,1,,1278,19535,-92.5056,ASP,KCOQ,-92.5054,75,179.2,46.6947,4003,359.2,1272,242932,17,35,46.7057,0
355,1,,6173,3463,-104.715,ASP,KCOS,-104.695,150,135.1,38.8071,8269,315.1,6135,245222,12,30,38.8232,0
,1,,6187,3463,-104.686,CON,KCOS,-104.686,150,180,38.779,13501,,6103,245224,17L,35R,38.8161,0
,1,,6177,3463,-104.716,ASP,KCOS,-104.716,150,180.1,38.7938,11022,0.1,6045,245223,17R,35L,38.8241,0
,1,,474,19536,-99.2239,ASP,KCOT,-99.2128,75,134.5,28.4519,5005,314.5,451,245561,13,31,28.4615,0
,1,,882,3464,-92.2237,CON,KCOU,-92.2154,150,21,38.8218,6501,201,886,244042,02,20,38.8052,0
,1,,888,3464,-92.225,Concrete,KCOU,-92.2142,100,135,38.8203,5500,315,886,244043,13,31,38.8289,0
,1,,89,19537,-78.7211,ASP,KCPC,-78.7089,75,42.1,34.2785,5500,222.1,69,243587,06,24,34.2673,0
,1,,18,19538,-76.3263,ASP,KCPK,-76.315,100,36.9,36.6717,5500,216.9,20,243280,05,23,36.6596,0
680,0,734,97,19539,-118.249,ASP,KCPM,-118.238,60,90,33.8902,3322,270,97,242032,07L,25R,33.8902,0
680,1,734,97,19539,-118.249,ASP,KCPM,-118.238,60,90,33.8897,3322,270,97,242031,07R,25L,33.8896,0
,1,,5321,3465,-106.475,ASP,KCPR,-106.449,150,43.9,42.9135,10164,223.9,5323,245905,03,21,42.8934,0
,1,,5341,3465,-106.482,ASP,KCPR,-106.45,150,88.9,42.9089,8679,268.9,5320,245906,08,26,42.9085,0
,0,,5348,3465,-106.47,ASP,KCPR,-106.453,60,133.9,42.9076,6484,313.9,5318,245907,12,30,42.92,0
,0,,5348,3465,-106.47,ASP,KCPR,-106.469,60,178.9,42.899,7696,358.9,5325,245908,17,35,42.9201,0
,0,,410,19540,-90.1685,ASPH-F,KCPS,-90.1614,75,47,38.5776,2799,227,409,254773,05,23,38.5724,0
,1,,411,19540,-90.1582,CON,KCPS,-90.147,75,122.3,38.5682,3800,302.3,407,242030,12L,30R,38.5738,0
,1,,413,19540,-90.1651,ASP,KCPS,-90.1443,100,122.2,38.5638,6997,302.2,408,242029,12R,30L,38.574,0
,1,186,854,19541,-97.437,ASP,KCPT,-97.4305,100,159.2,32.3464,5700,339.2,845,242986,15,33,32.3611,0
,1,,1302,19542,-120.652,ASP,KCPU,-120.645,60,146,38.142,3603,326,1325,243400,13,31,38.1502,0
,1,,894,19543,-84.5669,ASP,KCQA,-84.5533,75,82.6,40.4847,3795,262.6,888,242795,08,26,40.4834,0
,1,,962,19544,-96.8203,ASP,KCQB,-96.8203,60,180.2,35.7186,4000,0.2,984,245421,17,35,35.7296,0
,0,,,19545,-92.6961,TURF-F,KCQM,-92.6902,120,67,47.8224,1570,247,,249703,07,25,47.8208,0
,1,,1327,19545,-92.6939,ASP,KCQM,-92.685,75,137,47.8187,3200,317,1317,242757,13,31,47.8251,0
,1,,239,19546,-79.9648,ASP,KCQW,-79.9492,75,70.1,34.7152,5000,250.1,188,242025,08,26,34.7105,0
,1,,54,19547,-69.9933,ASP,KCQX,-69.9857,100,43.8,41.6914,3001,223.8,67,244452,06,24,41.6854,0
,0,,,19548,,GRAVEL,KCR,,100,,,3250,,,255123,14,32,,0
,1,,32,19549,-78.731,ASP,KCRE,-78.7168,100,46.1,33.8175,5996,226.1,29,243123,05,23,33.806,0
,1,,40,19550,-81.5189,ASP,KCRG,-81.51,100,45,30.3367,4004,225,40,243433,05,23,30.3289,0
,1,,32,19550,-81.5189,ASP,KCRG,-81.51,100,135,30.336,3998,315,40,243434,14,32,30.3438,0
525,1,620,197,19551,-119.598,ASP,KCRO,-119.591,50,146.7,36.0981,3800,326.7,196,243063,13,31,36.1069,0
,1,,43,3466,-97.5134,ASP,KCRP,-97.4972,150,135.8,27.7622,7508,315.8,40,244379,13,31,27.777,0
,1,,40,3466,-97.4963,ASP,KCRP,-97.496,150,179.1,27.7629,6080,359.1,39,244380,17,35,27.7796,0
,1,297,331,19552,-117.288,ASP,KCRQ,-117.272,150,79.1,33.1295,4897,259.1,326,241915,06,24,33.127,0
,0,,438,19553,-96.4065,GRS,KCRS,-96.4026,75,22,32.0331,3200,202,448,242814,02,20,32.0249,0
,1,,449,19553,-96.4027,ASP,KCRS,-96.3934,75,145.1,32.0219,4999,325.1,432,242815,14,32,32.0331,0
,1,,178,19554,-91.8867,ASP,KCRT,-91.8739,75,51.6,33.1827,5009,231.6,183,241095,05,23,33.1742,0
,1,,946,3467,-81.6017,ASP,KCRW,-81.5856,150,47.1,38.3814,6302,227.1,897,241242,05,23,38.3696,0
,1,,934,3467,-81.5978,ASP,KCRW,-81.5874,150,141.4,38.365,4751,321.4,981,241243,15,33,38.3752,0
,0,,403,19555,-88.6047,ASPH-G,KCRX,-88.6023,100,174,34.9061,6500,354,425,257527,18,36,34.9238,0
,1,,1274,19556,-94.7549,CON,KCRZ,-94.7551,50,181,40.9904,2684,1,1248,240033,18,36,40.9978,0
,1,,2413,19557,-100.165,ASP,KCSB,-100.159,60,155,40.3015,4099,335,2396,243137,14,32,40.3117,0
,1,,376,3468,-84.9453,ASP,KCSG,-84.927,150,53.8,32.5225,6997,233.8,391,243477,06,24,32.5112,0
,1,,397,3468,-84.9488,ASP,KCSG,-84.9384,150,127,32.5121,3997,307,369,243478,13,31,32.5187,0
,0,,1906,19558,-99.198,CON,KCSM,-99.198,75,180.1,35.3294,5193,0.1,1907,242464,17L,35R,35.3437,0
,1,,1922,19558,-99.2014,CON,KCSM,-99.2015,150,180.1,35.3226,13503,0.1,1912,242463,17R,35L,35.3597,0
,0,,,19559,-94.364,GRS,KCSQ,-94.3597,100,45,41.024,1692,225,1299,242435,04,22,41.0207,0
100,1,,1289,19559,-94.3661,ASP,KCSQ,-94.3615,75,165,41.0146,4901,345,1294,242436,16,34,41.0276,0
,1,,1881,3469,-85.0938,ASP,KCSV,-85.0762,100,73.5,35.9534,5418,253.5,1867,242270,08,26,35.9492,0
,1,,3850,3470,-112.385,ASP,KCTB,-112.366,75,64,48.6129,5299,244,3836,240773,05,23,48.6065,0
,1,,3854,3470,-112.382,ASP,KCTB,-112.372,75,152,48.6006,5300,332,3838,240774,13,31,48.6134,0
,1,,1161,19560,-85.1549,ASP,KCTJ,-85.1497,100,164,33.6244,5652,344,1110,241850,17,35,33.6394,0
,1,,684,19561,-90.0817,ASP,KCTK,-90.0699,60,89.6,40.5707,3295,269.6,682,243164,09,27,40.5707,0
,1,,682,19561,-90.0739,ASP,KCTK,-90.0742,75,181.2,40.5624,3899,1.2,671,243165,18,36,40.5731,0
,1,,42,19562,-83.1079,ASP,KCTY,-83.097,75,44,29.644,5005,224,39,241900,04,22,29.634,0
,1,,41,19562,-83.1127,ASP,KCTY,-83.1013,100,134,29.6273,5001,314,40,241901,13,31,29.6368,0
,1,,142,19563,-78.3701,ASP,KCTZ,-78.3591,75,50.9,34.9793,4220,230.9,144,242449,06,24,34.972,0
399,1,,193,19564,-81.0018,ASP,KCUB,-80.9886,75,127,33.9663,5002,307,179,244736,13,31,33.9746,0
,0,,914,19565,-96.7747,GRE,KCUH,-96.7703,80,28.5,35.954,2860,208.5,914,245982,02,20,35.9473,0
,0,,914,19565,-96.7817,GRE,KCUH,-96.7725,55,90,35.9506,2700,270,914,245983,08,26,35.9506,0
,0,,914,19565,-96.7811,GRE,KCUH,-96.7738,75,122.4,35.9471,2500,302.4,914,245984,11,29,35.9509,0
,1,,916,19565,-96.7693,CON,KCUH,-96.7691,100,179.5,35.943,5201,359.5,879,245985,18,36,35.9573,0
,1,,388,19566,-88.123,ASP,KCUL,-88.1231,75,180.2,38.084,4001,0.2,383,240777,18,36,38.095,0
,1,,,19567,-103.63,ASP,KCUT,-103.609,60,83.9,43.7339,5500,263.9,,240012,08,26,43.7323,0
,1,,771,21172,-98.8532,ASP,KCVB,-98.8485,75,161,29.3359,4600,341,761,244850,15,33,29.3479,0
,1,,883,3471,-84.6951,PEM,KCVG,-84.6528,150,90,39.0463,12000,270,875,240940,09,27,39.0464,0
,1,,875,3471,-84.6686,PEM,KCVG,-84.6687,150,180,39.0345,11000,360,841,240941,18C,36C,39.0647,0
,1,,886,3471,-84.6467,CON,KCVG,-84.6468,150,180,39.0284,10000,360,896,240943,18L,36R,39.0559,0
,1,,866,3471,-84.6837,CON,KCVG,-84.6838,150,180.2,39.0489,8000,0.2,873,240942,18R,36L,39.0709,0
150,1,,668,19568,-91.5684,ASP,KCVK,-91.5569,75,41,36.2702,5156,221,716,245483,04,22,36.2595,0
,1,799,4194,19569,-103.086,ASP,KCVN,-103.071,150,45.6,34.4325,6200,225.6,4216,245862,04,22,34.4206,0
,0,,4192,19569,-103.086,GRE,KCVN,-103.077,75,90.1,34.4196,2442,270.1,4185,245863,08,26,34.4196,0
,1,,4216,19569,-103.085,ASP,KCVN,-103.071,150,130.5,34.4214,5697,310.5,4187,245864,12,30,34.4316,0
190,1,,241,3472,-123.291,ASP,KCVO,-123.279,75,111,44.4983,3335,291,244,241312,09,27,44.5017,0
,1,,241,3472,-123.291,ASP,KCVO,-123.294,150,187,44.4874,5900,7,245,241313,17,35,44.5035,0
,1,,4284,3473,-103.332,CON,KCVS,-103.308,150,45,34.3962,10000,225,4295,245418,04,22,34.3767,0
,1,,4294,3473,-103.334,PEM,KCVS,-103.315,150,135,34.3703,8200,315,4270,245419,13,31,34.3863,0
,0,,649,19570,-85.2712,GRS,KCVX,-85.2676,200,45.6,45.3061,1280,225.6,,245117,04,22,45.3036,0
,1,,669,19570,-85.2858,ASP,KCVX,-85.2682,75,84.6,45.3053,4550,264.6,643,245118,09,27,45.3042,0
,1,,1273,19571,-89.6755,CON,KCWA,-89.6468,150,77.4,44.7845,7645,257.4,1260,240365,08,26,44.7799,0
,1,,1277,19571,-89.6755,CON,KCWA,-89.6712,150,170,44.7635,6501,350,1232,240366,17,35,44.781,0
250,1,150,979,21154,-98.4904,ASP,KCWC,-98.4904,75,180.3,33.8545,4450,0.3,1003,244431,17,35,33.8667,0
,1,,15,19572,-93.1505,CON,KCWF,-93.1359,200,155,30.1973,10701,335,17,239974,15,33,30.2239,0
,1,,691,19573,-90.333,ASP,KCWI,-90.3236,100,30,41.8387,5204,210,707,240944,03,21,41.8263,0
,1,170,700,19573,-90.3342,ASP,KCWI,-90.3264,100,144,41.8249,3700,324,691,240945,14,32,41.8332,0
1643,1,831,315,19574,-92.4322,ASP,KCWS,-92.4162,100,79,35.0841,4875,259,315,241168,08,26,35.0815,0
,1,155,306,19574,-92.4246,ASP,KCWS,-92.4252,60,183.3,35.0739,3278,3.3,315,241169,18,36,35.0829,0
1000,1,,112,19575,-81.8776,ASP,KCWV,-81.8615,75,89,32.1952,5002,269,112,240951,09,27,32.1949,0
,1,,503,19576,-78.5021,ASP,KCXE,-78.501,50,174.6,36.7837,3400,354.6,486,243207,18,36,36.793,0
163,1,,4,3474,-115.525,ASP,KCXL,-115.51,75,91,32.6673,4679,271,7,243882,08,26,32.6676,0
,1,,229,3475,-95.4195,ASP,KCXO,-95.4158,100,17.1,30.3561,3974,197.1,235,242624,01,19,30.3456,0
,1,591,231,3475,-95.4178,ASP,KCXO,-95.407,150,145.5,30.3457,6000,325.5,242,242625,14,32,30.3593,0
,1,,4697,19577,-119.744,ASP,KCXP,-119.724,75,107,39.1899,5906,287,4686,242649,09,27,39.1945,0
,1,,167,19578,-84.2431,ASP,KCXU,-84.2305,60,79,31.214,4005,259,175,244129,08,26,31.2119,0
,1,,336,19579,-76.8585,ASP,KCXY,-76.8416,150,71.1,40.22,5001,251.1,347,241607,08,26,40.2156,0
,1,,334,19579,-76.8595,ASP,KCXY,-76.847,100,116.6,40.2139,3925,296.6,344,241608,12,30,40.2187,0
,1,,664,19580,-82.9826,ASP,KCYO,-82.9817,75,3,39.522,4351,183,684,240635,01,19,39.51,0
675,1,610,6144,3476,-104.821,CON,KCYS,-104.788,150,95.3,41.1544,9267,275.3,6100,245040,09,27,41.1568,0
1160,1,1060,6151,3476,-104.827,ASP,KCYS,-104.81,150,135.3,41.1492,6691,315.3,6125,245041,13,31,41.1622,0
,1,,1208,19581,-97.157,ASP,KCYW,-97.1574,75,181,39.3814,4199,1,1206,244295,17,35,39.3929,0
,1,,2502,19582,-100.009,CON,KCZD,-99.9991,75,137.5,40.8649,4201,317.5,2497,245706,13,31,40.8733,0
,0,,2499,19582,-100.001,GRE,KCZD,-100.003,300,190.2,40.8653,3000,10.2,2496,245707,18,36,40.8734,0
,1,,830,19583,-76.0992,ASP,KCZG,-76.0934,75,23.6,42.0834,3900,203.6,827,241453,03,21,42.0736,0
1000,1,,638,19584,-84.9413,ASP,KCZL,-84.9371,75,168,34.4474,6000,348,647,242205,17,35,34.4635,0
,1,,599,19585,-99.8292,ASP,KCZT,-99.818,75,134,28.5175,4997,314,584,239769,13,31,28.527,0
,1,,938,19586,-96.403,ASP,KD00,-96.3975,60,154,47.2566,3103,334,954,244989,15,33,47.2643,0
,1,,,19587,-92.7961,ASP,KD02,-92.7961,50,180,43.2878,3400,360,,242473,17,35,43.2972,0
,0,,1926,19588,-101.44,GRS,KD05,-101.433,120,40.6,47.6597,2900,220.6,1932,244047,03,21,47.6536,0
,1,,1935,19588,-101.441,ASP,KD05,-101.432,60,139.9,47.6511,3700,319.9,1906,244048,13,31,47.6589,0
,1,,,19589,-102.025,ASP,KD07,-102.015,60,144.4,45.0317,4200,324.4,,240975,13,31,45.041,0
,0,,1665,19590,-100.421,GRS,KD09,-100.417,150,33,48.8338,2000,213,1679,241888,03,21,48.8292,0
,1,,1677,19590,-100.422,ASP,KD09,-100.411,60,135.1,48.8262,3701,315.1,1660,241889,13,31,48.8334,0
,1,700,,19591,-85.0076,GRS,KD11,-84.998,125,44.6,43.7235,3600,224.6,,240168,05,23,43.7165,0
,1,,1128,19592,-96.2956,ASP,KD14,-96.2884,60,144,47.5486,3002,324,1135,243492,14,32,47.5552,0
,0,,,19593,-108.153,ASP,KD17,-108.142,40,51.6,38.761,4100,231.6,,239822,04,22,38.754,0
,0,,,19593,-108.155,GVL,KD17,-108.15,70,141.6,38.7561,2000,321.6,,239823,13,31,38.7604,0
,1,,,19594,,GVL,KD23,,60,75,,3220,255,,240381,09,27,,0
,0,,,19594,,GRE,KD23,,80,129,,2710,309,,240382,14,32,,0
,0,,1607,19595,-89.8845,GRS,KD25,-89.8755,120,44,46.1218,3299,224,1610,243078,04,22,46.1153,0
,1,,1609,19595,-89.8886,ASP,KD25,-89.8799,60,141.3,46.1179,3500,321.3,1610,243079,14,32,46.1253,0
,1,,1500,19596,-99.4083,ASP,KD31,-99.3962,50,102,48.2844,3000,282,1500,243066,09,27,48.2861,0
,0,,886,19597,-96.7159,GRS,KD37,-96.7075,200,51,48.1936,2606,231,884,242421,04,22,48.1891,0
,1,,886,19597,-96.7157,ASP,KD37,-96.7057,75,131,48.188,3205,311,885,242422,12,30,48.1937,0
,0,,1244,19599,-94.938,TURF-P,KD39,-94.9294,140,91,45.7087,2270,271,1244,243994,08,26,45.7088,0
,1,,1234,19599,-94.9364,ASP,KD39,-94.9301,60,150,45.7011,3300,330,1234,243995,14,32,45.709,0
,1,,1070,19600,-95.0038,ASP,KD42,-94.9941,75,132,44.2279,3400,312,1067,239786,13,31,44.2342,0
,0,,1947,19601,-103.299,GRS,KD50,-103.291,100,44.2,48.9303,2700,224.2,1939,243300,03,21,48.925,0
,1,,1950,19601,-103.303,ASP,KD50,-103.292,60,135.1,48.9248,3800,315.1,1944,243301,12,30,48.9322,0
,1,,,19602,-96.9186,ASP,KD54,-96.9186,50,180,46.895,3300,360,,240446,18,36,46.9042,0
,0,,1600,19603,-98.3942,GRS,KD55,-98.3844,150,90,48.7564,2400,270,1596,245125,08,26,48.7564,0
,1,,1602,19603,-98.3975,ASP,KD55,-98.3881,60,140.1,48.7514,3600,320.1,1608,245126,14,32,48.7589,0
,1,,976,19604,-97.3283,ASP,KD56,-97.3283,56,180,47.4737,3200,360,975,242294,17,35,47.4825,0
,1,,2091,19605,-101.872,ASP,KD57,-101.858,60,118,46.8118,3800,298,2091,240474,11,29,46.8168,0
,0,,2255,19606,-102.902,GRS,KD60,-102.894,120,41,48.3843,3200,221,2236,242973,03,21,48.3777,0
,1,,2239,19606,-102.905,ASP,KD60,-102.891,75,133,48.376,4501,313,2266,242974,12,30,48.3844,0
,1,,1492,19607,-101.037,ASP,KD64,-101.03,60,140.1,48.9103,3000,320.1,1492,243977,13,31,48.9164,0
,1,,7050,19608,-109.321,ASP,KD68,-109.302,75,44,34.1387,8417,224,7019,244425,03,21,34.122,0
,1,,7030,19608,-109.311,ASP,KD68,-109.299,60,128,34.1287,4589,308,7030,244426,11,29,34.1364,0
